2023-07-17 18:37:04.897827, 6,-8.616750948692864995e-03 -4.116729626361384162e-03 2.284344790526978142e-01 -2.282170500858335060e+00 2.071729862847726533e+00 -2.832206797020507191e-03 
2023-07-17 18:37:05.046160, 0,7.589023288948142890e-05 -8.450957702502392976e-02 2.250161970055636340e-01 -2.283857337253953901e+00 2.070479539785772261e+00 1.325485888979586503e-02 
2023-07-17 18:37:05.339365, 6,-1.069026316808870808e-02 -4.168126836140774970e-03 2.277885761877199433e-01 -2.281790211914044075e+00 2.074931935129435967e+00 2.006637186866984477e-03 
2023-07-17 18:37:05.457540, 0,-2.229255004654612498e-03 -8.454139742044290695e-02 2.240662671801491590e-01 -2.264082601125253724e+00 2.062980925036363988e+00 6.567153156275483926e-03 
2023-07-17 18:37:05.742985, 6,-1.856304116099636442e-02 -5.386203816078225827e-03 2.293112152657970082e-01 -2.272846262429220054e+00 1.838826023501560769e+00 1.611791503514654889e-02 
2023-07-17 18:37:05.868326, 0,-2.174859038971011654e-03 -9.250540220362279964e-02 2.452123033903476912e-01 -2.287176004786307448e+00 1.875275369968635975e+00 1.770986836673851459e-04 
2023-07-17 18:37:06.139200, 6,-2.838234662906623934e-02 -7.101475229743809368e-03 2.263722553197576315e-01 -2.363787204205437753e+00 1.839437159693174451e+00 -1.033908026445639894e-01 
2023-07-17 18:37:06.280803, 0,-8.371700515408080079e-03 -9.172155056141735596e-02 2.415361856623048087e-01 -2.350881228925862487e+00 1.827548002490550605e+00 -1.175929564363116797e-01 
2023-07-17 18:37:06.572092, 6,-2.908916562282931259e-02 -8.652391654082377398e-03 2.449663864786166267e-01 -2.428052845601525789e+00 1.804385548796919370e+00 -3.952859945968602989e-02 
2023-07-17 18:37:06.688867, 0,-3.693827188916605237e-03 -9.166911491393500699e-02 2.414372602600058093e-01 -2.390029407223410729e+00 1.796940431573933461e+00 -1.203792128822196439e-01 
2023-07-17 18:37:06.983208, 6,-1.540070472715048162e-02 -1.051284111379302902e-02 2.250405668993726294e-01 -2.497606531479820369e+00 1.660659974066808431e+00 4.445706400321260132e-02 
2023-07-17 18:37:07.108770, 0,1.852220562692163952e-02 -9.560282685733846597e-02 2.495258331621791059e-01 -2.409414107494044721e+00 1.615892864203667845e+00 5.031652014300218301e-02 
2023-07-17 18:37:07.357798, 6,-9.320839114318149599e-03 -9.436005841611598902e-03 2.257745065944354312e-01 -2.615346546503938718e+00 1.552595340947004132e+00 -4.868177030531621596e-02 
2023-07-17 18:37:07.509426, 0,3.266946180727461901e-02 -8.654157908022787338e-02 2.397247904940324470e-01 -2.613366403624577394e+00 1.560441786713817391e+00 -1.647230939107741446e-02 
2023-07-17 18:37:07.767584, 6,-7.699046208874272233e-03 -5.663109596723585847e-03 2.267644178351528317e-01 -2.657263525379363056e+00 1.510719395008195409e+00 -5.148394549922910741e-03 
2023-07-17 18:37:07.922915, 0,3.752534092603320576e-02 -8.104617104736266953e-02 2.421300329371153248e-01 -2.651300552635859731e+00 1.486490127665119010e+00 3.021269731201045236e-02 
2023-07-17 18:37:08.209776, 6,-1.051280850995329683e-02 -4.292384972089812942e-03 2.233610890274236316e-01 -2.607709905837723774e+00 1.410779784104723822e+00 7.978255438260496712e-02 
2023-07-17 18:37:08.397755, 0,3.788477347548426660e-02 -7.831603670688994101e-02 2.452727094932616037e-01 -2.673754469720694082e+00 1.435127245231469617e+00 6.004624027409592724e-02 
2023-07-17 18:37:08.709471, 6,-2.521977448979334860e-02 -6.629927699306734784e-03 2.426007861620729789e-01 -2.643305829661318107e+00 1.406460870700101617e+00 -1.161690408014935255e-01 
2023-07-17 18:37:08.849251, 0,2.449237380182228696e-02 -7.945222375306988660e-02 2.441019193996740166e-01 -2.651654376838894489e+00 1.393593599634559865e+00 8.818726049541383838e-03 
2023-07-17 18:37:09.142055, 6,-2.941606239612297793e-02 -8.093569909231984952e-03 2.193486934218473461e-01 -2.652087405885190652e+00 1.414460225120723669e+00 -8.856062855620178143e-02 
2023-07-17 18:37:09.263551, 0,1.774226655912669592e-02 -8.095489839197864135e-02 2.372524597482848496e-01 -2.629584963831832045e+00 1.396518620130524413e+00 -4.814541163233856946e-02 
2023-07-17 18:37:09.534205, 6,-2.771062478481309960e-02 -2.247253217763921923e-02 2.315895726930939091e-01 -2.564221078323140279e+00 1.209703290211956883e+00 4.145818898568515709e-01 
2023-07-17 18:37:09.673903, 0,2.625004732891453654e-02 -9.412409995761616965e-02 2.386632852108756531e-01 -2.685357343666611829e+00 1.353986486640529119e+00 -2.261918289652967984e-01 
